Column Names,CID,SMILES
2-hydroxysaclofen,1564,C1=CC(=CC=C1C(CN)(CS(=O)(=O)O)O)Cl
arotinolol,2239,CC(C)(C)NCC(CSC1=NC(=CS1)C2=CC=C(S2)C(=O)N)O
salinomycin,3085092,CCC(C1CCC(C(O1)C(C)C(C(C)C(=O)C(CC)C2C(CC(C3(O2)C=CC(C4(O3)CCC(O4)(C)C5CCC(C(O5)C)(CC)O)O)C)C)O)C)C(=O)O
aminomethyltransferase,7059445,CC1CCN=C(S1)N
MTPG,1212,CC(C1=CC=C(C=C1)C2=NNN=N2)(C(=O)O)N
PKI-179,46947264,C1CC2COCC1N2C3=NC(=NC(=N3)N4CCOCC4)C5=CC=C(C=C5)NC(=O)NC6=CC=NC=C6
selegiline,26757,CC(CC1=CC=CC=C1)N(C)CC#C
tetrahydrozoline,5419,C1CC(C2=CC=CC=C2C1)C3=NCCN3
proxyphylline,4977,CC(CN1C=NC2=C1C(=O)N(C(=O)N2C)C)O
trichlormethiazide,5560,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)NC(N2)C(Cl)Cl
centpropazine,118176,CCC(=O)C1=CC=C(C=C1)OCC(CN2CCN(CC2)C3=CC=CC=C3)O
puromycin,439530,CN(C)C1=NC=NC2=C1N=CN2C3C(C(C(O3)CO)NC(=O)C(CC4=CC=C(C=C4)OC)N)O
ethisterone,5284557,CC12CCC(=O)C=C1CCC3C2CCC4(C3CCC4(C#C)O)C
acebutolol,1978,CCCC(=O)NC1=CC(=C(C=C1)OCC(CNC(C)C)O)C(=O)C
clorprenaline,2810,CC(C)NCC(C1=CC=CC=C1Cl)O
PCA-4248,4698,CC1C(=C(NC(=C1C(=O)OCCSC2=CC=CC=C2)C)C)C(=O)OC
dropropizine,3169,C1CN(CCN1CC(CO)O)C2=CC=CC=C2
carbinoxamine,2564,CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2
bicalutamide,2375,CC(CS(=O)(=O)C1=CC=C(C=C1)F)(C(=O)NC2=CC(=C(C=C2)C#N)C(F)(F)F)O
acifran,51576,CC1(C(=O)C=C(O1)C(=O)O)C2=CC=CC=C2
anisodamine,6918612,CN1C2CC(CC1C(C2)O)OC(=O)C(CO)C3=CC=CC=C3
nomifensine,4528,CN1CC(C2=C(C1)C(=CC=C2)N)C3=CC=CC=C3
carbenoxolone,636403,CC1(C2CCC3(C(C2(CCC1OC(=O)CCC(=O)O)C)C(=O)C=C4C3(CCC5(C4CC(CC5)(C)C(=O)O)C)C)C)C
17-hydroxyprogesterone-caproate,169870,CCCCCC(=O)OC1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)C(=O)C
disopyramide,3114,CC(C)N(CCC(C1=CC=CC=C1)(C2=CC=CC=N2)C(=O)N)C(C)C
ABT-202,11457866,C1CN(CC1N)C2=CN=CC=C2
lorglumide,3960,CCCCCN(CCCCC)C(=O)C(CCC(=O)O)NC(=O)C1=CC(=C(C=C1)Cl)Cl
proxodolol,133046,CC(C)(C)NCC(COC1=CC=CC=C1OCC2=NC(=NO2)OC)O.Cl
amikacin,37768,C1C(C(C(C(C1NC(=O)C(CCN)O)OC2C(C(C(C(O2)CO)O)N)O)O)OC3C(C(C(C(O3)CN)O)O)O)N
ethotoin,3292,CCN1C(=O)C(NC1=O)C2=CC=CC=C2
edelfosine,1392,CCCCCCCCCCCCCCCCCCOCC(COP(=O)([O-])OCC[N+](C)(C)C)OC
tiletamine,26533,CCNC1(CCCCC1=O)C2=CC=CS2
MR-16728,378811,C1CCCN(CC1)CCCNC(=O)C(C2CCCCC2)C3=CC=CC=C3
LFM-A13,54676905,CC(=C(C#N)C(=O)NC1=C(C=CC(=C1)Br)Br)O
diperodon,10831,C1CCN(CC1)CC(COC(=O)NC2=CC=CC=C2)OC(=O)NC3=CC=CC=C3
ganglioside-gm1,9963963,CCCCCCCCCCCCCCCCCC(=O)NC(COC1C(C(C(C(O1)CO)OC2C(C(C(C(O2)CO)OC3C(C(C(C(O3)CO)O)OC4C(C(C(C(O4)CO)O)O)O)NC(=O)C)OC5(CC(C(C(O5)C(C(CO)O)O)NC(=O)C)O)C(=O)O)O)O)O)C(C=CCCCCCCCCCCCCC)O
felodipine,3333,CCOC(=O)C1=C(NC(=C(C1C2=C(C(=CC=C2)Cl)Cl)C(=O)OC)C)C
florfenicol,114811,CS(=O)(=O)C1=CC=C(C=C1)C(C(CF)NC(=O)C(Cl)Cl)O
GDC-0834,25234918,CC1=C(C=CC=C1NC(=O)C2=CC3=C(S2)CCCC3)C4=CN(C(=O)C(=N4)NC5=CC=C(C=C5)C6C(=O)N(CCN6C)C)C
mozavaptan,119369,CC1=CC=CC=C1C(=O)NC2=CC=C(C=C2)C(=O)N3CCCC(C4=CC=CC=C43)N(C)C
fluoxetine,3386,CNCCC(C1=CC=CC=C1)OC2=CC=C(C=C2)C(F)(F)F
monostearin,24699,CCCCCCCCCCCCCCCCCC(=O)OCC(CO)O
methocarbamol,4107,COC1=CC=CC=C1OCC(COC(=O)N)O
isoflurane,3763,C(C(F)(F)F)(OC(F)F)Cl
procyclidine,4919,C1CCC(CC1)C(CCN2CCCC2)(C3=CC=CC=C3)O
miltefosine,3599,CCCCCCCCCCCCCCCCOP(=O)([O-])OCC[N+](C)(C)C
adenosine-triphosphate,5957,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N
methiopril,667560,CC1CCCC(N1C(=O)CCSC(=O)C)C(=O)O
VGX-1027,10798271,C1C(ON=C1C2=CC=CC=C2)CC(=O)O
trandolapril,5484727,CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2C3CCCCC3CC2C(=O)O
letosteine,68707,CCOC(=O)CSCCC1NC(CS1)C(=O)O
aceclidine,1979,CC(=O)OC1CN2CCC1CC2
heptaminol,3590,CC(CCCC(C)(C)O)N
tioconazole,5482,C1=CC(=C(C=C1Cl)Cl)C(CN2C=CN=C2)OCC3=C(SC=C3)Cl
sotalol,5253,CC(C)NCC(C1=CC=C(C=C1)NS(=O)(=O)C)O
oxfendazole,40854,COC(=O)NC1=NC2=C(N1)C=C(C=C2)S(=O)C3=CC=CC=C3
N-benzylnaltrindole,10006324,C1CC1CN2CCC34C5C6=C(CC3(C2CC7=C4C(=C(C=C7)O)O5)O)C8=CC=CC=C8N6CC9=CC=CC=C9
zidovudine,35370,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-]
fenticonazole,51755,C1=CC=C(C=C1)SC2=CC=C(C=C2)COC(CN3C=CN=C3)C4=C(C=C(C=C4)Cl)Cl
metixene,4167,CN1CCCC(C1)CC2C3=CC=CC=C3SC4=CC=CC=C24
suprofen,5359,CC(C1=CC=C(C=C1)C(=O)C2=CC=CS2)C(=O)O
suloctidil,5354,CCCCCCCCNC(C)C(C1=CC=C(C=C1)SC(C)C)O
rolipram,5092,COC1=C(C=C(C=C1)C2CC(=O)NC2)OC3CCCC3
sarpogrelate,5160,CN(C)CC(COC1=CC=CC=C1CCC2=CC(=CC=C2)OC)OC(=O)CCC(=O)O
AMPA-(RS),6604707,CC1=C(C(=O)NO1)CC(C(=O)O)N
homosalate,8362,CC1CC(CC(C1)(C)C)OC(=O)C2=CC=CC=C2O
sphingosylphosphorylcholine,9847290,CCCCCCCCCCCCCC=CC(C(COP(=O)([O-])OCC[N+](C)(C)C)N)O
teniposide,452548,COC1=CC(=CC(=C1O)OC)C2C3C(COC3=O)C(C4=CC5=C(C=C24)OCO5)OC6C(C(C7C(O6)COC(O7)C8=CC=CS8)O)O
CGP-37157,2688,C1C(=O)NC2=C(C=C(C=C2)Cl)C(S1)C3=CC=CC=C3Cl
troventol,16007395,CCC(CO)(C1=CC=CC=C1)C(=O)OC2CC3CCC(C2)[N+]3(C)C.[I-]
pregnenolone-succinate,51413113,CC(=O)C1CCC2C1(CCC3C2CC=C4C3(CCC(C4)OC(=O)CCC(=O)O)C)C
megestrol-acetate,11683,CC1=CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C
amcinonide,443958,CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CCC5=CC(=O)C=CC54C)F)O)C)OC6(O2)CCCC6
bruceantin,5281304,CC1=C(C(=O)CC2(C1CC3C45C2C(C(C(C4C(C(=O)O3)OC(=O)C=C(C)C(C)C)(OC5)C(=O)OC)O)O)C)O
remacemide,60511,CC(CC1=CC=CC=C1)(C2=CC=CC=C2)NC(=O)CN
sulfinpyrazone,5342,C1=CC=C(C=C1)N2C(=O)C(C(=O)N2C3=CC=CC=C3)CCS(=O)C4=CC=CC=C4
buphenine,4567,CC(CCC1=CC=CC=C1)NC(C)C(C2=CC=C(C=C2)O)O
necrostatin-1,2828334,CN1C(=O)C(NC1=S)CC2=CNC3=CC=CC=C32
oprozomib,25067547,CC1=NC=C(S1)C(=O)NC(COC)C(=O)NC(COC)C(=O)NC(CC2=CC=CC=C2)C(=O)C3(CO3)C
colistin-b-sulfate,46224602,CC(C)CCCCC(=O)NC(CC[NH3+])C(=O)NC(C(C)O)C(=O)NC(CC[NH3+])C(=O)NC1CCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CC[NH3+])CC(C)C)CC(C)C)CC[NH3+])CC[NH3+])C(C)O.CC(C)CCCCC(=O)NC(CC[NH3+])C(=O)NC(C(C)O)C(=O)NC(CC[NH3+])C(=O)NC1CCNC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CC[NH3+])CC(C)C)CC(C)C)CC[NH3+])CC[NH3+])C(C)O.[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-].[O-]S(=O)(=O)[O-]
amfepramone,7029,CCN(CC)C(C)C(=O)C1=CC=CC=C1
BRL-52537,6603740,C1CCN(C(C1)CN2CCCC2)C(=O)CC3=CC(=C(C=C3)Cl)Cl
amorolfine,54260,CCC(C)(C)C1=CC=C(C=C1)CC(C)CN2CC(OC(C2)C)C
tulobuterol,5606,CC(C)(C)NCC(C1=CC=CC=C1Cl)O
iocetamic-acid,76964490,CC(CN(C1=C(C=C(C(=C1I)N)I)I)C(=O)C)C(=O)O
SB-203580,176155,CS(=O)C1=CC=C(C=C1)C2=NC(=C(N2)C3=CC=NC=C3)C4=CC=C(C=C4)F
glafenine,3474,C1=CC=C(C(=C1)C(=O)OCC(CO)O)NC2=C3C=CC(=CC3=NC=C2)Cl
metenkephalin,73265283,CSCCC(C(=O)O)NC(=O)C(CC1=CC=CC=C1)NC(=O)CNC(=O)CNC(=O)C(CC2=CC=C(C=C2)O)N
ketoconazole,456201,CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OCC3COC(O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl
timonacic,9934,C1C(NCS1)C(=O)O
KU14R,4302964,CCC1(CC2=CC=CC=C2O1)C3=NC=CN3
mosapride,119584,CCOC1=CC(=C(C=C1C(=O)NCC2CN(CCO2)CC3=CC=C(C=C3)F)Cl)N
methoxamine,6082,CC(C(C1=C(C=CC(=C1)OC)OC)O)N
chlorphensin-carbamate,73416025,C1=CC(=CC=C1OCC(COC(=O)N)O)Cl
DCPIB,10071166,CCCCC1(CC2=CC(=C(C(=C2C1=O)Cl)Cl)OCCCC(=O)O)C3CCCC3
rabeprazole,5029,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCCCOC
hydroxyprogesterone,6238,CC(=O)C1(CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C)O
teroxirone,6917771,C1C(O1)CN2C(=O)N(C(=O)N(C2=O)CC3CO3)CC4CO4
CGP-12177,2687,CC(C)(C)NCC(COC1=CC=CC2=C1NC(=O)N2)O
NTNCB,92327938,C1CC(CCC1CNCC2CCC3=CC=CC=C3C2)CNS(=O)(=O)C4=CC=CC=C4[N+](=O)[O-]
ketorolac,3826,C1CN2C(=CC=C2C(=O)C3=CC=CC=C3)C1C(=O)O
aminohydroxybutyric-acid,6971281,C(C(CN)O)C(=O)O
gemifloxacin,9571107,CON=C1CN(CC1CN)C2=C(C=C3C(=O)C(=CN(C3=N2)C4CC4)C(=O)O)F
ibuproxam,68704,CC(C)CC1=CC=C(C=C1)C(C)C(=O)NO
cyclopenthiazide,2904,C1CCC(C1)CC2NC3=CC(=C(C=C3S(=O)(=O)N2)S(=O)(=O)N)Cl
practolol,4883,CC(C)NCC(COC1=CC=C(C=C1)NC(=O)C)O
bornyl-acetate,247573,CC(=O)OC1CC2CCC1(C2(C)C)C
tosufloxacin,5517,C1CN(CC1N)C2=C(C=C3C(=O)C(=CN(C3=N2)C4=C(C=C(C=C4)F)F)C(=O)O)F
PK-11195,1345,CCC(C)N(C)C(=O)C1=CC2=CC=CC=C2C(=N1)C3=CC=CC=C3Cl
TGX-221,9907093,CC1=CN2C(=O)C=C(N=C2C(=C1)C(C)NC3=CC=CC=C3)N4CCOCC4
bilobalide,73581,CC(C)(C)C1(CC2C3(C14C(C(=O)OC4OC3=O)O)CC(=O)O2)O
algestone-acetophenide,5284538,CC(=O)C12C(CC3C1(CCC4C3CCC5=CC(=O)CCC45C)C)OC(O2)(C)C6=CC=CC=C6
brucine,442021,COC1=C(C=C2C(=C1)C34CCN5C3CC6C7C4N2C(=O)CC7OCC=C6C5)OC
carteolol,2583,CC(C)(C)NCC(COC1=CC=CC2=C1CCC(=O)N2)O
tenatoprazole,636411,CC1=CN=C(C(=C1OC)C)CS(=O)C2=NC3=C(N2)C=CC(=N3)OC
L-152804,3765615,CC1(CC(=O)C(C(=O)C1)C2C3=CC=CC=C3OC4=C2C(=O)CC(C4)(C)C)C
cetirizine,2678,C1CN(CCN1CCOCC(=O)O)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
iopanic-acid,12304727,CCC(CC1=C(C(=C(C=C1I)I)N)I)C(=O)O
teriflunomide,54684141,CC(=C(C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F)O
melengestrol-acetate,26604442,CC1=CC2C(CCC3(C2CC(=C)C3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C
ornidazole,28061,CC1=NC=C(N1CC(CCl)O)[N+](=O)[O-]
linalool,6549,CC(=CCCC(C)(C=C)O)C
loxoprofen,3965,CC(C1=CC=C(C=C1)CC2CCCC2=O)C(=O)O
mercaptosuccinic-acid,638130,C(C(C(=O)O)S)C(=O)O
3-alpha-Hydroxy-5-beta-androstan-17-one,6420080,CC12CCC(CC1CCC3C2CCC4(C3CCC4=O)C)O
oxprenolol,4631,CC(C)NCC(COC1=CC=CC=C1OCC=C)O
clobutinol,26937,CC(CN(C)C)C(C)(CC1=CC=C(C=C1)Cl)O
pinacidil,4826,CC(C(C)(C)C)N=C(NC#N)NC1=CC=NC=C1
SID-7969543,2149494,CCOC(=O)C(C)OC1=CC=CC2=C1C=CN(C2=O)CC(=O)NC3=CC4=C(C=C3)OCCO4
L-368899,9872389,CC1=CC=CC=C1N2CCN(CC2)S(=O)(=O)CC34CCC(C3(C)C)CC4NC(=O)C(CCS(=O)(=O)C)N
homatropine-methylbromide,688487,C[N+]1(C2CCC1CC(C2)OC(=O)C(C3=CC=CC=C3)O)C
doxylamine,3162,CC(C1=CC=CC=C1)(C2=CC=CC=N2)OCCN(C)C
indoprofen,3718,CC(C1=CC=C(C=C1)N2CC3=CC=CC=C3C2=O)C(=O)O
azasetron,2264,CN1C(=O)COC2=C(C=C(C=C21)Cl)C(=O)NC3CN4CCC3CC4
pentobarbital,4737,CCCC(C)C1(C(=O)NC(=O)NC1=O)CC
FLI-06,3103157,CC1=C(C(C2=C(N1)CC(CC2=O)(C)C)C3=CC=C(C=C3)[N+](=O)[O-])C(=O)OC4CCCCC4
acetyl-11-keto-beta-boswellic-acid,92462497,CC1CCC2(CCC3(C(=CC(=O)C4C3(CCC5C4(CCC(C5(C)C(=O)O)OC(=O)C)C)C)C2C1C)C)C
proglumide,4922,CCCN(CCC)C(=O)C(CCC(=O)O)NC(=O)C1=CC=CC=C1
cephalosporin-c-zn,56845595,CC(=O)OCC1=C(N2C(C(C2=O)NC(=O)CCCC(C(=O)O)N)SC1)C(=O)O.[Zn]
methylprednisolone-sodium-succinate,16923,CC1CC2C3CCC(C3(CC(C2C4(C1=CC(=O)C=C4)C)O)C)(C(=O)COC(=O)CCC(=O)O)O
salubrinal,5717801,C1=CC=C(C=C1)C=CC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC2=CC=CC3=C2N=CC=C3
bimatoprost,5311027,CCNC(=O)CCCC=CCC1C(CC(C1C=CC(CCC2=CC=CC=C2)O)O)O
WYE-125132,25260757,CNC(=O)NC1=CC=C(C=C1)C2=NC3=C(C=NN3C4CCC5(CC4)OCCO5)C(=N2)N6CC7CCC(C6)O7
metrizamide,443944,CC(=O)NC1=C(C(=C(C(=C1I)C(=O)NC2C(C(C(OC2O)CO)O)O)I)N(C)C(=O)C)I
sal003,5717737,C1=CC=C(C=C1)C=CC(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC2=CC=C(C=C2)Cl
mepacrine,237,CCN(CC)CCCC(C)NC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC
K-MAP,174930,C1=CC(=CC=C1C(=O)O)NC2C(C(C(C(O2)CO)O)O)O
clidinium,2784,C[N+]12CCC(CC1)C(C2)OC(=O)C(C3=CC=CC=C3)(C4=CC=CC=C4)O
doxapram,3156,CCN1CC(C(C1=O)(C2=CC=CC=C2)C3=CC=CC=C3)CCN4CCOCC4
hydrocortisone-phosphate,155903676,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)COP(=O)(O)O)O)C)O
tetramisole,3913,C1CSC2=NC(CN21)C3=CC=CC=C3
azlocillin,6479523,CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)NC(=O)N4CCNC4=O)C(=O)O)C
iododexetimide,11755220,C1CN(CCC1C2(CCC(=O)NC2=O)C3=CC=CC=C3)CC4=CC=C(C=C4)I
naltrindole,5497186,C1CC1CN2CCC34C5C6=C(CC3(C2CC7=C4C(=C(C=C7)O)O5)O)C8=CC=CC=C8N6
SK&F-10047-(+),3036222,CC1C2CC3=C(C1(CCN2CC=C)C)C=C(C=C3)O
ipratropium,657309,CC(C)[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C
dipivefrine,3105,CC(C)(C)C(=O)OC1=C(C=C(C=C1)C(CNC)O)OC(=O)C(C)(C)C
citalopram,2771,CN(C)CCCC1(C2=C(CO1)C=C(C=C2)C#N)C3=CC=C(C=C3)F
buthionine-sulfoximine,119565,CCCCS(=N)(=O)CCC(C(=O)O)N
balofloxacin,65958,CNC1CCCN(C1)C2=C(C=C3C(=C2OC)N(C=C(C3=O)C(=O)O)C4CC4)F
cyanopindolol,155346,CC(C)(C)NCC(COC1=CC=CC2=C1C=C(N2)C#N)O
ecamsule-triethanolamine,131634633,CC1(C2CCC1(C(=O)C2=CC3=CC=C(C=C3)C=C4C5CCC(C4=O)(C5(C)C)CS(=O)(=O)O)CS(=O)(=O)O)C
8-hydroxy-DPAT,1220,CCCN(CCC)C1CCC2=C(C1)C(=CC=C2)O
trihexyphenidyl,5572,C1CCC(CC1)C(CCN2CCCCC2)(C3=CC=CC=C3)O
mitomycin-c,5746,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3(C2COC(=O)N)OC)N4)N
argatroban,92722,CC1CCN(C(C1)C(=O)O)C(=O)C(CCCN=C(N)N)NS(=O)(=O)C2=CC=CC3=C2NCC(C3)C
ajmaline,6100671,CCC1C2CC3C4C5(CC(C2C5O)N3C1O)C6=CC=CC=C6N4C
pioglitazone,4829,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3
testosterone-propionate,5995,CCC(=O)OC1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C
methacycline,54675785,CN(C)C1C2C(C3C(=C)C4=C(C(=CC=C4)O)C(=C3C(=O)C2(C(=C(C1=O)C(=O)N)O)O)O)O
SKF-89976A,6917797,C1CC(CN(C1)CCC=C(C2=CC=CC=C2)C3=CC=CC=C3)C(=O)O.Cl
donepezil,3152,COC1=C(C=C2C(=C1)CC(C2=O)CC3CCN(CC3)CC4=CC=CC=C4)OC
lansoprazole,3883,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCC(F)(F)F
alimemazine,5574,CC(CN1C2=CC=CC=C2SC3=CC=CC=C31)CN(C)C
ciprofibrate,2763,CC(C)(C(=O)O)OC1=CC=C(C=C1)C2CC2(Cl)Cl
desmopressin-acetate,14681056,C1CC(N(C1)C(=O)C2CSSCCC(=O)NC(C(=O)NC(C(=O)NC(C(=O)NC(C(=O)N2)CC(=O)N)CCC(=O)N)CC3=CC=CC=C3)CC4=CC=C(C=C4)O)C(=O)NC(CCCN=C(N)N)C(=O)NCC(=O)N
desoximetasone,5311067,CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1C(=O)CO)C)O)F)C
faropenem,65894,CC(C1C2N(C1=O)C(=C(S2)C3CCCO3)C(=O)O)O
fludroxycortide,15209,CC1(OC2CC3C4CC(C5=CC(=O)CCC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)F)C
phenprocoumon,54680692,CCC(C1=CC=CC=C1)C2=C(C3=CC=CC=C3OC2=O)O
scopolamine-n-oxide,3000667,C[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)[O-]
TCS2002,24855958,CC1=NN=C(O1)C2=CC3=C(C=C2)OC=C3C4=CC=C(C=C4)S(=O)C
oxazepam,4616,C1=CC=C(C=C1)C2=NC(C(=O)NC3=C2C=C(C=C3)Cl)O
flumethasone-pivalate,443980,CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C(C)(C)C)O)C)O)F)C)F
terbutaline,5403,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O
meclizine,4034,CC1=CC(=CC=C1)CN2CCN(CC2)C(C3=CC=CC=C3)C4=CC=C(C=C4)Cl
fipronil,3352,C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)C(F)(F)F)N)Cl)C(F)(F)F
fenoldopam,3341,C1CNCC(C2=CC(=C(C(=C21)Cl)O)O)C3=CC=C(C=C3)O
CGK-733,6605258,C1=CC=C(C=C1)C(C2=CC=CC=C2)C(=O)NC(C(Cl)(Cl)Cl)NC(=S)NC3=CC(=C(C=C3)F)[N+](=O)[O-]
MDL-73005EF,71346,CS(=O)(=O)O.C1CCC2(C1)CC(=O)N(C(=O)C2)CCNCC3COC4=CC=CC=C4O3
valganciclovir,135413535,CC(C)C(C(=O)OCC(CO)OCN1C=NC2=C1N=C(NC2=O)N)N
palomid-529,11998575,CC(C1=CC2=C(C=C1)C3=CC(=C(C=C3OC2=O)OCC4=CC=C(C=C4)OC)OC)O
diclofensine,68871,CN1CC(C2=C(C1)C=C(C=C2)OC)C3=CC(=C(C=C3)Cl)Cl
nebracetam,65926,C1C(CN(C1=O)CC2=CC=CC=C2)CN
fosinopril,55891,CCC(=O)OC(C(C)C)OP(=O)(CCCCC1=CC=CC=C1)CC(=O)N2CC(CC2C(=O)O)C3CCCCC3
2-octyldodecan-1-ol,21414,CCCCCCCCCCC(CCCCCCCC)CO
hypoestoxide,11199742,CC(=O)OC1CC2(C(O2)CCC3(C(O3)CC4CC(=O)C(=C)C1C4(C)C)C)C
3-CPMT,203135,CN1C2CCC1CC(C2)OC(C3=CC=CC=C3)C4=CC=C(C=C4)Cl.Cl
venlafaxine,5656,CN(C)CC(C1=CC=C(C=C1)OC)C2(CCCCC2)O
moprolol,71213,CC(C)NCC(COC1=CC=CC=C1OC)O
econazole,3198,C1=CC(=CC=C1COC(CN2C=CN=C2)C3=C(C=C(C=C3)Cl)Cl)Cl
BRL-15572,3654103,C1CN(CCN1CC(C(C2=CC=CC=C2)C3=CC=CC=C3)O)C4=CC(=CC=C4)Cl
enflurane,3226,C(C(OC(F)F)(F)F)(F)Cl
halofantrine,37393,CCCCN(CCCC)CCC(C1=C2C=CC(=CC2=C3C=C(C=C(C3=C1)Cl)Cl)C(F)(F)F)O
methylatropine-nitrate,1550101,C[N+]1(C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3)C
SKF-83566,1243,CN1CCC2=CC(=C(C=C2C(C1)C3=CC=CC=C3)O)Br
tetrindole,160019,C1CCC(CC1)C2=CC3=C(C=C2)N4CCNC5C4=C3CCC5.Cl
gallopamil,1234,CC(C)C(CCCN(C)CCC1=CC(=C(C=C1)OC)OC)(C#N)C2=CC(=C(C(=C2)OC)OC)OC
BTZ043-racemate,42609849,CC1COC2(O1)CCN(CC2)C3=NC(=O)C4=C(S3)C(=CC(=C4)C(F)(F)F)[N+](=O)[O-]
2-fluoro-2-deoxy-D-galactose,445913,C(C1C(C(C(C(O1)O)F)O)O)O
Ro-106-9920,3906779,C1=CC=C(C=C1)S(=O)C2=NN3C(=NN=N3)C=C2
prednisolone-tebutate,155903746,CC12CC(C3C(C1CCC2(C(=O)COC(=O)CC(C)(C)C)O)CCC4=CC(=O)C=CC34C)O
neo-gilurytmal,76959817,CCC[N+]12C3CC(C(C1O)CC)C4C2CC5(C3N(C6=CC=CC=C65)C)C4O.C(C(C(=O)[O-])O)(C(=O)O)O
pipenzolate,4832,CC[N+]1(CCCC(C1)OC(=O)C(C2=CC=CC=C2)(C3=CC=CC=C3)O)C
anecortave-acetate,111332,CC(=O)OCC(=O)C1(CCC2C1(CC=C3C2CCC4=CC(=O)CCC43C)C)O
orphenadrine,4601,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C
PGL5001,10195250,C1COCCN1CC2=CC=C(C=C2)COC3=NC=CC(=N3)C(C#N)C4=NC5=CC=CC=C5S4
butylscopolamine-bromide,160883,CCCC[N+]1(C2CC(CC1C3C2O3)OC(=O)C(CO)C4=CC=CC=C4)C
prilocaine,4906,CCCNC(C)C(=O)NC1=CC=CC=C1C
ephedrine-(racemic),7028,CC(C(C1=CC=CC=C1)O)NC
lanoconazole,3002820,C1C(SC(=C(C#N)N2C=CN=C2)S1)C3=CC=CC=C3Cl
pirlindole,68802,CC1=CC2=C(C=C1)N3CCNC4C3=C2CCC4
KF-38789,135400439,CC1=CC(=C(C(=O)O1)C2=NCCSC(C2)C3=C(C=C(C=C3)OC)OC)O
sulpiride,5355,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC
k-strophanthidin,6185,CC12CCC3C(C1(CCC2C4=CC(=O)OC4)O)CCC5(C3(CCC(C5)O)C=O)O
testosterone,6013,CC12CCC3C(C1CCC2O)CCC4=CC(=O)CCC34C
methotrexate,126941,CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
"2-ethyl-1,3-hexanediol",7211,CCCC(C(CC)CO)O
3-(4-methylbenzylidene)camphor,6434217,CC1=CC=C(C=C1)C=C2C3CCC(C2=O)(C3(C)C)C
mephenesin,4059,CC1=CC=CC=C1OCC(CO)O
BNTX,5310988,C1CC1CN2CCC34C5C(=O)C(=CC6=CC=CC=C6)CC3(C2CC7=C4C(=C(C=C7)O)O5)O
sodium-tetradecyl-sulfate,51382662,CCCCC(CC)CCC(CC(C)C)OS(=O)(=O)O
primaquine,4908,CC(CCCN)NC1=C2C(=CC(=C1)OC)C=CC=N2
